675.7094,407
675.7396,401
675.7697,396
675.7999,407
675.83,399
675.8602,404
675.8903,403
675.9205,397
675.9506,402
675.9808,392
676.0109,395
676.0411,398
676.0712,403
676.1014,405
676.1315,398
676.1617,390
676.1918,394
676.2219,390
676.2521,389
676.2822,394
676.3124,395
676.3425,389
676.3726,388
676.4028,397
676.4329,385
676.463,391
676.4932,385
676.5233,388
676.5534,386
676.5836,380
676.6136,398
676.6438,384
676.6739,388
676.704,390
676.7341,378
676.7642,381
676.7944,370
676.8245,370
676.8546,379
676.8847,372
676.9148,375
676.9449,365
676.975,375
677.0051,365
677.0352,369
677.0654,373
677.0955,367
677.1255,363
677.1556,361
677.1857,358
677.2158,358
677.2459,356
677.2761,355
677.3062,354
677.3362,349
677.3663,356
677.3964,353
677.4265,347
677.4565,347
677.4866,348
677.5167,352
677.5468,351
677.5769,343
677.607,347
677.6371,337
677.6672,350
677.6972,335
677.7273,340
677.7574,340
677.7875,335
677.8175,344
677.8476,339
677.8777,335
677.9077,336
677.9378,325
677.9678,329
677.9979,338
678.028,331
678.058,327
678.0881,333
678.1182,332
678.1482,326
678.1783,320
678.2083,320
678.2384,322
678.2684,327
678.2985,320
678.3286,325
678.3586,317
678.3886,326
678.4187,318
678.4487,316
678.4788,323
678.5088,324
678.5388,311
678.5689,319
678.5989,321
678.629,321
678.659,315
678.689,309
678.7191,313
678.7491,314
678.7791,308
678.8091,317
678.8392,311
678.8692,316
678.8992,313
678.9293,315
678.9593,306
678.9893,304
679.0193,313
679.0493,302
679.0793,307
679.1094,310
679.1394,316
679.1694,312
679.1994,309
679.2294,308
679.2594,311
679.2894,304
679.3195,304
679.3494,308
679.3795,302
679.4094,303
679.4395,302
679.4694,309
679.4995,300
679.5294,303
679.5594,294
679.5894,302
679.6194,303
679.6494,299
679.6794,303
679.7094,297
679.7394,302
679.7694,300
679.7994,293
679.8293,289
679.8593,297
679.8893,296
679.9193,297
679.9493,292
679.9792,289
680.0092,293
680.0392,292
680.0692,289
680.0991,293
680.1291,292
680.1591,291
680.1891,287
680.219,285
680.249,289
680.2789,285
680.3089,290
680.3389,283
680.3688,284
680.3988,280
680.4288,275
680.4587,282
680.4886,279
680.5186,277
680.5486,278
680.5786,280
680.6085,277
680.6384,278
680.6684,276
680.6983,275
680.7283,273
680.7582,277
680.7881,271
680.8181,270
680.848,277
680.878,269
680.9079,274
680.9379,275
680.9678,273
680.9977,277
681.0276,275
681.0576,271
681.0875,275
681.1174,273
681.1473,268
681.1772,268
681.2072,271
681.2371,281
681.267,266
681.2969,275
681.3269,272
681.3568,274
681.3867,266
681.4166,263
681.4465,272
681.4764,271
681.5063,267
681.5363,272
681.5662,270
681.5961,264
681.626,272
681.6559,267
681.6858,270
681.7157,268
681.7456,268
681.7755,268
681.8054,266
681.8353,270
681.8652,268
681.8951,269
681.925,269
681.9548,266
681.9847,269
682.0146,269
682.0445,267
682.0744,261
682.1043,269
682.1342,268
682.1641,269
682.1939,268
682.2238,267
682.2537,270
682.2836,275
682.3134,269
682.3433,264
682.3732,268
682.4031,269
682.4329,265
682.4628,270
682.4927,268
682.5225,267
682.5524,275
682.5822,269
682.6121,271
682.642,269
682.6718,270
682.7017,271
682.7315,272
682.7614,279
682.7913,271
682.8211,267
682.851,272
682.8808,274
682.9106,271
682.9405,273
682.9703,275
683.0002,279
683.03,273
683.0599,275
683.0897,278
683.1195,280
683.1494,278
683.1792,281
683.209,274
683.2389,283
683.2687,283
683.2985,282
683.3284,284
683.3582,284
683.388,293
683.4178,288
683.4476,286
683.4775,287
683.5073,285
683.5371,287
683.567,289
683.5967,294
683.6266,289
683.6564,296
683.6862,295
683.716,291
683.7458,293
683.7756,293
683.8054,294
683.8353,298
683.8651,298
683.8948,299
683.9246,291
683.9545,301
683.9843,299
684.014,295
684.0438,303
684.0736,299
684.1035,309
684.1332,306
684.163,306
684.1928,305
684.2226,307
684.2524,307
684.2822,301
684.312,311
684.3417,303
684.3715,305
684.4013,315
684.4311,315
684.4608,308
684.4906,312
684.5204,307
684.5502,317
684.58,314
684.6097,316
684.6395,316
684.6693,312
684.699,313
684.7288,319
684.7585,319
684.7883,323
684.8181,322
684.8478,326
684.8776,319
684.9073,320
684.9371,316
684.9669,322
684.9966,322
685.0264,324
685.0561,324
685.0859,324
685.1156,335
685.1453,329
685.1751,326
685.2048,332
685.2346,331
685.2643,331
685.2941,331
685.3238,333
685.3535,340
685.3832,332
685.413,325
685.4427,343
685.4725,329
685.5022,330
685.5319,335
685.5616,336
685.5914,335
685.6211,346
685.6508,345
685.6805,342
685.7103,338
685.74,338
685.7697,350
685.7994,340
685.8291,351
685.8588,347
685.8885,353
685.9183,347
685.9479,351
685.9777,350
686.0074,353
686.037,351
686.0668,358
686.0965,363
686.1262,355
686.1559,367
686.1856,356
686.2153,360
686.245,362
686.2747,363
686.3044,364
686.334,359
686.3637,359
686.3934,358
686.4231,363
686.4528,363
686.4825,368
686.5121,370
686.5419,363
686.5715,361
686.6012,370
686.6309,364
686.6606,366
686.6902,378
686.7199,367
686.7496,368
686.7792,375
686.8089,380
686.8386,367
686.8682,375
686.8979,375
686.9276,383
686.9572,374
686.9869,379
687.0165,385
687.0462,379
687.0759,388
687.1055,376
687.1352,379
687.1649,382
687.1945,386
687.2241,388
687.2538,383
687.2834,392
687.313,385
687.3427,388
687.3724,391
687.402,387
687.4316,406
687.4613,393
687.4909,388
687.5206,397
687.5502,407
687.5798,397
687.6094,404
687.6391,400
687.6687,405
687.6983,409
687.728,415
687.7576,417
687.7872,418
687.8168,410
687.8464,418
687.876,404
687.9057,414
687.9353,417
687.9649,418
687.9945,421
688.0241,414
688.0538,418
688.0834,426
688.113,418
688.1426,426
688.1722,430
688.2018,420
688.2314,429
688.261,434
688.2906,425
688.3202,429
688.3498,430
688.3794,442
688.4089,431
688.4385,425
688.4681,438
688.4977,442
688.5273,447
688.5569,434
688.5865,437
688.6161,449
688.6456,449
688.6752,452
688.7048,447
688.7344,456
688.764,469
688.7936,450
688.8231,457
688.8527,460
688.8823,469
688.9119,466
688.9414,463
688.9709,469
689.0005,468
689.0301,463
689.0597,465
689.0892,481
689.1188,464
689.1483,471
689.1779,478
689.2075,472
689.237,484
689.2665,477
689.2961,496
689.3257,491
689.3552,494
689.3848,505
689.4143,501
689.4438,500
689.4734,502
689.5029,519
689.5325,502
689.562,509
689.5916,513
689.6211,518
689.6506,520
689.6802,533
689.7097,528
689.7392,524
689.7687,531
689.7983,537
689.8278,535
689.8573,552
689.8868,551
689.9164,552
689.9459,555
689.9754,557
690.0049,570
690.0344,561
690.064,567
690.0934,574
690.123,588
690.1525,576
690.182,587
690.2115,600
690.241,596
690.2705,593
690.3,615
690.3295,623
690.359,616
690.3885,637
690.418,624
690.4475,657
690.477,663
690.5065,668
690.536,674
690.5655,670
690.595,676
690.6245,685
690.6539,693
690.6834,710
690.713,724
690.7424,733
690.7719,738
690.8014,752
690.8309,757
690.8603,768
690.8898,783
690.9193,802
690.9487,792
690.9782,822
691.0077,835
691.0372,863
691.0666,850
691.0961,893
691.1255,890
691.155,912
691.1844,936
691.2139,952
691.2434,953
691.2728,998
691.3023,1017
691.3317,1029
691.3612,1080
691.3906,1080
691.4201,1114
691.4495,1136
691.479,1179
691.5084,1207
691.5379,1233
691.5673,1280
691.5967,1288
691.6262,1357
691.6556,1385
691.6851,1423
691.7145,1458
691.744,1499
691.7734,1581
691.8028,1625
691.8322,1684
691.8617,1746
691.8911,1820
691.9205,1904
691.95,1977
691.9794,2028
692.0088,2157
692.0382,2279
692.0676,2377
692.097,2475
692.1265,2616
692.1559,2794
692.1853,2962
692.2147,3162
692.2441,3355
692.2735,3618
692.3029,3889
692.3323,4217
692.3617,4545
692.3911,5008
692.4205,5438
692.45,5959
692.4793,6547
692.5087,7166
692.5381,8074
692.5675,9082
692.5969,10188
692.6263,11489
692.6557,12880
692.6851,14591
692.7145,16734
692.7438,18935
692.7732,21514
692.8026,24233
692.832,26858
692.8613,29523
692.8907,31417
692.9201,32745
692.9495,33256
692.9789,32869
693.0082,31595
693.0376,30006
693.067,27653
693.0963,25481
693.1257,23323
693.1551,21090
693.1844,19325
693.2138,17514
693.2432,16028
693.2725,14716
693.3019,13641
693.3312,12869
693.3606,12092
693.39,11452
693.4193,11066
693.4486,10695
693.478,10441
693.5073,10237
693.5367,9917
693.566,9903
693.5953,10016
693.6247,10043
693.6541,10260
693.6833,10422
693.7127,10679
693.7421,11058
693.7714,11479
693.8007,12119
693.83,12617
693.8594,13463
693.8887,14519
693.918,15639
693.9473,16831
693.9767,18202
694.006,19841
694.0353,21713
694.0646,23972
694.0939,26272
694.1233,29198
694.1526,32230
694.1819,35270
694.2112,38888
694.2405,41731
694.2698,44736
694.2991,47703
694.3284,49759
694.3578,50855
694.3871,51323
694.4164,50114
694.4457,48893
694.475,46776
694.5043,44075
694.5336,41148
694.5629,38039
694.5922,34977
694.6215,32138
694.6507,29188
694.68,27009
694.7093,24706
694.7386,22599
694.7679,20806
694.7972,18987
694.8264,17529
694.8557,16441
694.885,15276
694.9142,14033
694.9435,12896
694.9728,12076
695.0021,11261
695.0314,10429
695.0606,9787
695.0899,9203
695.1191,8623
695.1484,8228
695.1777,7710
695.207,7277
695.2362,6969
695.2655,6555
695.2947,6187
695.324,5918
695.3533,5654
695.3825,5430
695.4117,5223
695.441,4994
695.4703,4807
695.4995,4676
695.5287,4522
695.558,4367
695.5872,4215
695.6165,4059
695.6458,3933
695.675,3757
695.7042,3628
695.7335,3538
695.7627,3409
695.7919,3336
695.8211,3214
695.8503,3125
695.8796,3064
695.9088,2954
695.938,2849
695.9673,2796
695.9965,2698
696.0257,2609
696.0549,2520
696.0842,2421
696.1133,2406
696.1426,2351
696.1718,2289
696.201,2268
696.2302,2178
696.2595,2180
696.2886,2141
696.3179,2090
696.347,2046
696.3763,2051
696.4055,2036
696.4346,1994
696.4639,1911
696.493,1886
696.5223,1879
696.5515,1819
696.5806,1812
696.6098,1762
696.639,1696
696.6682,1715
696.6974,1672
696.7266,1634
696.7557,1611
696.785,1620
696.8141,1554
696.8433,1562
696.8725,1520
696.9017,1541
696.9308,1488
696.96,1488
696.9892,1474
697.0184,1483
697.0475,1445
697.0767,1424
697.1058,1430
697.135,1430
697.1642,1435
697.1934,1404
697.2225,1413
697.2516,1389
697.2808,1382
697.31,1367
697.3391,1364
697.3683,1361
697.3975,1338
697.4266,1295
697.4557,1330
697.4849,1319
697.514,1280
697.5432,1324
697.5723,1303
697.6014,1317
697.6306,1331
697.6597,1329
697.6889,1331
697.718,1375
697.7471,1377
697.7763,1379
697.8054,1367
697.8345,1384
697.8636,1388
697.8928,1378
697.9219,1355
697.951,1369
697.9802,1341
698.0093,1329
698.0384,1315
698.0675,1279
698.0966,1281
698.1257,1244
698.1548,1210
698.184,1234
698.2131,1208
698.2422,1195
698.2713,1192
698.3004,1197
698.3295,1195
698.3586,1188
698.3877,1179
698.4168,1201
698.4459,1187
698.475,1177
698.5041,1199
698.5332,1203
698.5623,1177
698.5914,1203
698.6205,1202
698.6495,1196
698.6786,1183
698.7077,1184
698.7368,1189
698.7659,1175
698.795,1138
698.824,1140
698.8531,1140
698.8822,1127
698.9113,1104
698.9404,1087
698.9694,1070
698.9985,1074
699.0275,1049
